OK	F0	F1	F2	F3	F4
fit_ZBTB7A	1	0.390068289724755	3.65698309658831	0.00990373522073741	0.226030539626318	0.846566860312787
fit_ZNF143	1	0.494443928252581	3.70796878425565	0.00172013875462923	0.246285855188265	0.929145454103427
fit_ZNF274	1	0.365572125947052	11.3714048221705	0.00091307872372488	0.0207030437834286	0.867463513781584
fit_ZNF384	1	0.673591315844437	4.80429071822542	0.00423842189140643	0.242894552862105	0.952458720154999
pair_103_261	0	0.0920616497272058	1.55066308224908	0.148101717861388	0.0905849470809958	0.239978602175728
pair_10_36	0	0.476532252959769	2.79143811712654	0.00615228218803588	0.212424768544883	0.2768457181636
pair_104_226	0	0.332745819271899	2.14525571963449	0.0216414775361992	0.123364963130664	0.564275009517485
pair_110_134	0	0.373285294273249	0.67491558922515	0.00454010031073943	0.00499019878004939	0.403323629059548
pair_124_172	0	0.278504388123034	1.51078843348946	0.0188478752894557	0.0340444203645734	0.624964624110428
pair_128_326	0	0.721434689363917	1.80845484983464	0.00397337515935511	0.0247000791674006	0.352169248288167
pair_130_378	0	0.101925666034329	0.66713972652902	0.0100211892021803	0.014104869190925	0.375379939354537
pair_137_196	0	0.391506691828742	2.43732726761488	0.0204655809926121	0.198733811798547	0.278764379314593
pair_143_332	0	0.0663898169111181	0.410294336142448	0.00436469461238006	0.00356828206934508	0.239152576284713
pair_158_278	0	0.382959128269181	1.75004203945132	0.0181562341462564	0.137623108384106	0.434105200901021
pair_163_288	0	0.417833111327652	2.28210307460322	0.0156954181802676	0.104171749303336	0.432834554175795
pair_171_177	0	0.24388316547246	1.85944242181349	0.0184495783721867	0.0650771913095973	0.645851493641183
pair_175_297	0	0.420442347023532	0.697607804189158	0.00451771427962285	0.00477448296226381	0.429479015364537
pair_176_249	0	0.0900760979903016	0.307852755254363	0.00681988984328325	0.00752908482621406	0.549714938521802
pair_181_389	0	0.257571942626295	1.00622119772775	0.00584750267348326	0.0156087255942684	0.356867956241533
pair_200_388	0	0.244099663549287	0.953516629683174	0.00620102752851917	0.0205145061126865	0.316538666507469
pair_21_319	0	0.68310810551106	3.43374273307669	0.00323279485722122	0.0508116208556752	-0.0512147193377889
pair_213_294	0	0.329786023332474	5.91707304040452	0.00534716034164378	0.185246484267719	0.409750310835007
pair_216_286	0	0.0583094752987982	0.246645040275617	0.0084336222681895	0.00324128815269365	0.29007044250706
pair_259_380	0	0.296739348988344	1.5165180012254	0.0037669585087996	0.0880840043327326	0.366815945543249
pair_263_340	0	0.676893049272967	0.59252995415059	0.00361849357516061	0.000586897006638184	0.270965394715227
pair_265_315	0	0.520459979245716	0.984743888268301	0.000692804053906726	0.00722862776784095	0.356393937469181
pair_269_375	0	0.0319148497018462	0.193149003488845	7.07437346974276e-05	9.46750637424825e-07	0.522324901318422
pair_271_305	0	0.541635861973903	1.15345564243423	0.00165443429966368	0.0140994200585768	0.401989489468991
pair_29_144	0	0.419580480556979	2.67786828922974	0.00506253794601865	0.0595476211352269	0.322753487525299
pair_298_342	0	0.433169626930967	1.97230949289064	0.00464030445002319	0.0618170662802071	0.185029216071155
pair_30_90	0	0.399700818186063	0.53692467672952	0.00676600831384247	0.0258311436410835	0.486606385204453
pair_310_340	0	0.241374479971474	2.93530761040085	0.00548351162208115	0.0472279888027003	0.477347067084991
pair_312_364	0	0.578746550469998	1.22215853707224	0.00291987496771711	0.000216761380566938	0.193304073340071
pair_31_62	0	0.0802422148575292	0.535986810804043	0.00567529497956911	0.0358143075010404	0.631781652869874
pair_318_353	0	0.412732445531449	1.47186010929648	0.0043709937120449	0.0109194972984458	0.543240439955106
pair_32_110	0	0.247022171504346	0.568206288036024	0.00299439816221345	0.000866076067998841	0.384255371625677
pair_363_393	0	0.697552785037506	1.0241229500987	0.00324674978570948	0.000724888218376048	0.333981182092824
pair_46_98	0	0.125229659750794	0.861170801446026	0.0306748710017071	8.07211071818277e-05	0.226669263848497
pair_49_237	0	0.172742898074294	1.13018680962723	6.09559029105232e-05	6.40943993913873e-05	0.31441783429328
pair_52_333	0	0.230260713298742	0.964145064834189	0.0156320395467168	0.000881935577866981	0.231719477057163
pair_5_344	0	0.642428606553932	1.33682210464617	0.000646287625612527	0.0041260065228643	0.380569639153527
pair_62_184	0	0.187348909059283	0.583877220243423	0.00447991968163381	0.0139855207025666	0.578411213345499
pair_62_298	0	0.319430174647712	0.973153294733367	0.00347109464300337	0.0385681480067262	0.542919813940456
pair_69_245	0	0.301841736493482	0.809334175968667	0.00745009053744403	0.00130774471345119	0.327598955788423
pair_71_359	0	0.267611289253803	0.60106048215067	0.00595390900320624	0.000977875806061829	0.281006528010735
pair_81_342	0	0.229829032966906	1.05292530392637	0.0120569613046308	0.0356417497852532	0.311704275661775
pair_91_389	0	0.212621907772862	2.66363959004537	0.00737760243668557	0.446452457645886	0.626915968629069
pair_9_149	0	0.461597417733543	3.3869034027632	0.00840716604959717	0.165701846450147	0.131073013196194
pair_93_137	0	0.0966910260791946	0.827169633622596	0.0231091677581068	0.0177874324685353	0.414413037070448
pair_93_201	0	0.0211751577164354	0.133694391793492	0.0463749408248041	0.00608508454258857	0.311383969359447
flat_100	0	0.000661486832318914	1.10214038352565	0.470773485829691	0.0633351007715711	0.319534380382051
flat_102	0	0.0350445039960573	0.853869739644591	0.216823441566402	0.0108552568552091	0.497966691787253
flat_10	0	0.0068723741650663	1.02080662420571	0.726285900628311	0.034744914433606	0.400913741735076
flat_112	0	0.298025920828825	1.57613459459947	0.0441794623185435	0.161515551983398	0.616628759116808
flat_119	0	0.00639211591990462	0.876173344902815	0.49303479477291	6.73854725064934e-05	0.534312764219547
flat_11	0	0.0878988830050452	0.624360033503157	0.107495298691192	0.00166128945176637	0.426070231055919
flat_122	0	0.268150505448733	2.16439908670489	6.89024594107822e-05	0.000386679193270581	0.167805706919612
flat_123	0	0.00851765566257312	0.677898446146074	0.626610110442599	0.0167375328210022	0.312596600389476
flat_125	0	0.00636905645926704	0.953875993396002	4.92298866113606e-05	2.18551529375378e-05	0.546166306994186
flat_134	0	0.0809613284519009	1.12297003902843	6.96777332156855e-05	1.30795201693226e-05	0.412699961328577
flat_136	0	0.258591376406061	1.9355503141662	6.53168180631044e-05	0.000307427968298094	0.181964733556495
flat_138	0	8.97282618868064e-13	0.587559348013356	0.450860675059975	0.00928189061568768	0.470535385625337
flat_146	0	0.000101737819642161	0.959695181621169	0.21631321449355	0.0600267501795634	0.393697730594855
flat_148	0	0.000777558485561286	0.825220424391736	0.38818424575792	0.00499592063487951	0.450922131758379
flat_149	0	0.260401551942471	1.7814990267549	6.30879058740073e-05	0.000209583623415014	0.18632100878783
flat_158	0	0.00058246289623387	1.07036190562676	0.660850078036154	0.00687966108912205	0.43683418363458
flat_181	0	0.0398866533419874	0.655946978659866	0.263197704026627	0.00129772574281103	0.341840756609921
flat_182	0	0.0554252626533892	1.18563722800636	6.56075457399431e-05	0.000258341510736097	0.25755000361883
flat_188	0	0.0260498478789278	0.863359829221542	0.309076178888616	0.0106775237109331	0.578764945069199
flat_190	0	4.51923887833882e-07	5.25576844160314	0.991741201974816	0.00455401368307444	0.291283289873672
flat_194	0	0.0114470248815475	1.02031220828982	4.93267958369735e-05	4.08424462093564e-05	0.545395135509011
flat_195	0	0.0274741387080086	1.24266733843934	0.230181409224886	0.0651374164950844	0.305281013620956
flat_200	0	0.00103533109825502	2.51938487075527	0.994231575254617	0.00015517558257369	1
flat_202	0	2.09140179377348e-18	0.672507474309717	4.96175235138122e-05	3.9814436941153e-07	0.348981700346509
flat_203	0	0.0256519486567757	0.848997195554548	0.188800297705141	0.00321307399563238	0.357503511960383
flat_207	0	0.000749905762219403	0.977228451498798	0.379172850686626	4.78159265118231e-05	0.482495974929792
flat_210	0	0.00414558141158021	1.00643589350982	0.679830912783151	0.00102948761274376	0.442729044068691
flat_212	0	0.468733999579121	3.86759279330548	0.000325614998059393	0.0156599716428315	-0.174333011272857
flat_213	0	0.532331179564038	0.721540180197837	0.00884655247852613	0.000251923211951449	0.621850153408733
flat_214	0	0.532331179564038	0.721540180197837	0.00884655247852613	0.000251923211951449	0.621850153408733
flat_229	0	2.09140179377348e-18	0.672507474309717	4.96175235138122e-05	3.9814436941153e-07	0.348981700346509
flat_23	0	0.0106522259635692	1.31153592916239	0.207129902456019	0.130653363362199	0.413768522854271
flat_28	0	0.116925475020142	1.34782328949371	0.270309484457456	0.112737151301335	0.340030740379033
flat_29	0	0.00279957257737685	0.729223466031791	0.357203141603276	0.0014595742104835	0.239181392729373
flat_30	0	0.00225997688242109	1.01734569392452	0.468123212327629	0.0935586615936467	0.349663495399547
flat_42	0	0.0128110941232302	1.26987042448275	0.189538746004312	0.137754527099265	0.537841417753908
flat_45	0	0.1332224882486	1.35451120309142	0.0306645017145665	0.0932151272878659	0.576531947328879
flat_53	0	0.00182766098781896	0.869243401211306	0.713661632716942	0.00185210838966056	0.469029096293978
flat_59	0	0.0120030849143244	1.0620316090321	4.92298866113606e-05	2.06519212227924e-05	0.540763793526159
flat_5	0	0.316015123071832	1.90067342674796	0.539004751943878	0.140200222714951	0.770062462804985
flat_62	0	0.009321866966031	1.04801689337949	0.186242960150442	0.0443913667164201	0.360368513300913
flat_67	0	0.0146305709191635	0.959599344810395	0.18302828731841	0.0589149751281048	0.525668075287147
flat_70	0	0.0101249110579623	1.02496383137268	0.205171657734059	0.0350197146210198	0.430355959816833
flat_79	0	0.00223995551233201	1.06905774019626	0.202027244090597	0.029908681572088	0.258683964019368
flat_94	0	2.09093309836139e-16	0.841878294484006	4.94237050625864e-05	6.09864143407762e-06	0.425874681316717
